info: socket.io started
U: 229,	MR/S: 10134,	MS/S: 10134,	MR/S/U: 43.6,	MS/S/U: 43.6,	CPU: 67.5,	Mem: 1.7
U: 231,	MR/S: 10396,	MS/S: 10396,	MR/S/U: 44.3,	MS/S/U: 44.3,	CPU: 67.5,	Mem: 1.7
U: 233,	MR/S: 10381,	MS/S: 10381,	MR/S/U: 43.6,	MS/S/U: 43.6,	CPU: 67.5,	Mem: 1.7
U: 235,	MR/S: 10381,	MS/S: 10381,	MR/S/U: 43.5,	MS/S/U: 43.5,	CPU: 67.5,	Mem: 1.7
U: 237,	MR/S: 10200,	MS/S: 10200,	MR/S/U: 42.7,	MS/S/U: 42.7,	CPU: 67.5,	Mem: 1.7
U: 239,	MR/S: 10493,	MS/S: 10493,	MR/S/U: 43.2,	MS/S/U: 43.2,	CPU: 67.5,	Mem: 1.7
U: 241,	MR/S: 10200,	MS/S: 10200,	MR/S/U: 41.7,	MS/S/U: 41.7,	CPU: 67.5,	Mem: 1.7
U: 243,	MR/S: 10425,	MS/S: 10425,	MR/S/U: 41.9,	MS/S/U: 41.9,	CPU: 67.4,	Mem: 1.7
U: 245,	MR/S: 10207,	MS/S: 10207,	MR/S/U: 41.1,	MS/S/U: 41.1,	CPU: 67.4,	Mem: 1.7
U: 247,	MR/S: 10355,	MS/S: 10355,	MR/S/U: 41.3,	MS/S/U: 41.3,	CPU: 67.4,	Mem: 1.7
U: 249,	MR/S: 9994,	MS/S: 9994,	MR/S/U: 39.6,	MS/S/U: 39.6,	CPU: 67.4,	Mem: 1.7
U: 251,	MR/S: 10166,	MS/S: 10166,	MR/S/U: 39.9,	MS/S/U: 39.9,	CPU: 67.4,	Mem: 1.8
U: 253,	MR/S: 10468,	MS/S: 10468,	MR/S/U: 40.8,	MS/S/U: 40.8,	CPU: 67.4,	Mem: 1.8
U: 255,	MR/S: 10095,	MS/S: 10095,	MR/S/U: 39,	MS/S/U: 39,	CPU: 67.4,	Mem: 1.8
U: 257,	MR/S: 10341,	MS/S: 10341,	MR/S/U: 39.6,	MS/S/U: 39.6,	CPU: 67.4,	Mem: 1.8
U: 259,	MR/S: 10164,	MS/S: 10164,	MR/S/U: 38.6,	MS/S/U: 38.6,	CPU: 67.3,	Mem: 1.8
U: 261,	MR/S: 10395,	MS/S: 10395,	MR/S/U: 39.2,	MS/S/U: 39.2,	CPU: 67.3,	Mem: 1.8
U: 263,	MR/S: 10168,	MS/S: 10168,	MR/S/U: 38.1,	MS/S/U: 38.1,	CPU: 67.3,	Mem: 1.8
U: 265,	MR/S: 10430,	MS/S: 10430,	MR/S/U: 38.7,	MS/S/U: 38.7,	CPU: 67.3,	Mem: 1.8
U: 267,	MR/S: 10123,	MS/S: 10123,	MR/S/U: 37.5,	MS/S/U: 37.5,	CPU: 67.3,	Mem: 1.8
U: 269,	MR/S: 10406,	MS/S: 10406,	MR/S/U: 38.1,	MS/S/U: 38.1,	CPU: 67.3,	Mem: 1.8
U: 271,	MR/S: 10137,	MS/S: 10137,	MR/S/U: 36.9,	MS/S/U: 36.9,	CPU: 67.3,	Mem: 1.8
U: 273,	MR/S: 10263,	MS/S: 10263,	MR/S/U: 37,	MS/S/U: 37,	CPU: 67.3,	Mem: 1.9
U: 275,	MR/S: 10267,	MS/S: 10267,	MR/S/U: 36.8,	MS/S/U: 36.8,	CPU: 67.3,	Mem: 1.9
U: 277,	MR/S: 10159,	MS/S: 10159,	MR/S/U: 36.1,	MS/S/U: 36.1,	CPU: 67.3,	Mem: 1.9
U: 279,	MR/S: 10336,	MS/S: 10336,	MR/S/U: 36.5,	MS/S/U: 36.5,	CPU: 67.3,	Mem: 1.9
U: 281,	MR/S: 9891,	MS/S: 9891,	MR/S/U: 34.6,	MS/S/U: 34.6,	CPU: 67.2,	Mem: 1.9
U: 283,	MR/S: 10256,	MS/S: 10256,	MR/S/U: 35.7,	MS/S/U: 35.7,	CPU: 67.2,	Mem: 1.9
U: 285,	MR/S: 10046,	MS/S: 10046,	MR/S/U: 34.8,	MS/S/U: 34.8,	CPU: 67.2,	Mem: 1.9
U: 287,	MR/S: 10067,	MS/S: 10067,	MR/S/U: 34.6,	MS/S/U: 34.6,	CPU: 67.2,	Mem: 1.9
U: 289,	MR/S: 10014,	MS/S: 10014,	MR/S/U: 34.2,	MS/S/U: 34.2,	CPU: 67.2,	Mem: 1.9
U: 291,	MR/S: 9818,	MS/S: 9818,	MR/S/U: 33.2,	MS/S/U: 33.2,	CPU: 67.1,	Mem: 1.9
U: 293,	MR/S: 10195,	MS/S: 10195,	MR/S/U: 34.2,	MS/S/U: 34.2,	CPU: 67.1,	Mem: 1.9
U: 295,	MR/S: 9921,	MS/S: 9921,	MR/S/U: 32.9,	MS/S/U: 32.9,	CPU: 67.1,	Mem: 2.0
U: 297,	MR/S: 10018,	MS/S: 10018,	MR/S/U: 33.2,	MS/S/U: 33.2,	CPU: 67.1,	Mem: 2.0
U: 299,	MR/S: 10015,	MS/S: 10015,	MR/S/U: 33,	MS/S/U: 33,	CPU: 67.1,	Mem: 2.0
U: 301,	MR/S: 10132,	MS/S: 10132,	MR/S/U: 33.1,	MS/S/U: 33.1,	CPU: 67.1,	Mem: 2.0
U: 303,	MR/S: 10264,	MS/S: 10264,	MR/S/U: 33.3,	MS/S/U: 33.3,	CPU: 67.1,	Mem: 2.0
U: 305,	MR/S: 10089,	MS/S: 10089,	MR/S/U: 32.7,	MS/S/U: 32.7,	CPU: 67.1,	Mem: 2.0
U: 307,	MR/S: 10379,	MS/S: 10379,	MR/S/U: 33.2,	MS/S/U: 33.2,	CPU: 67.1,	Mem: 2.0
U: 309,	MR/S: 10112,	MS/S: 10112,	MR/S/U: 32.3,	MS/S/U: 32.3,	CPU: 67.0,	Mem: 2.0
U: 311,	MR/S: 10088,	MS/S: 10088,	MR/S/U: 31.9,	MS/S/U: 31.9,	CPU: 67.0,	Mem: 2.0
U: 313,	MR/S: 10344,	MS/S: 10344,	MR/S/U: 32.5,	MS/S/U: 32.5,	CPU: 67.0,	Mem: 2.0
U: 315,	MR/S: 9934,	MS/S: 9934,	MR/S/U: 31,	MS/S/U: 31,	CPU: 67.0,	Mem: 2.0
U: 317,	MR/S: 10243,	MS/S: 10243,	MR/S/U: 31.8,	MS/S/U: 31.8,	CPU: 67.0,	Mem: 2.1
U: 319,	MR/S: 10226,	MS/S: 10226,	MR/S/U: 31.5,	MS/S/U: 31.5,	CPU: 67.0,	Mem: 2.1
U: 321,	MR/S: 10082,	MS/S: 10082,	MR/S/U: 30.9,	MS/S/U: 30.9,	CPU: 67.0,	Mem: 2.1
U: 323,	MR/S: 10250,	MS/S: 10250,	MR/S/U: 31.4,	MS/S/U: 31.4,	CPU: 67.0,	Mem: 2.1
U: 325,	MR/S: 10042,	MS/S: 10042,	MR/S/U: 30.3,	MS/S/U: 30.3,	CPU: 66.9,	Mem: 2.1
U: 327,	MR/S: 9777,	MS/S: 9777,	MR/S/U: 29.4,	MS/S/U: 29.4,	CPU: 66.9,	Mem: 2.1
U: 329,	MR/S: 10253,	MS/S: 10253,	MR/S/U: 30.7,	MS/S/U: 30.7,	CPU: 66.9,	Mem: 2.1
